Type,Coordinates,Lat,Lon
Read to Grow BFK Organization,"41.3304,-72.4255",41.3304,-72.4255
Read to Grow BFK Organization,"41.55889,-72.6761",41.55889,-72.6761
Read to Grow BFK Organization,"41.22598,-73.059812",41.22598,-73.059812
Read to Grow BFK Organization,"41.656425,-72.766371",41.656425,-72.766371
Read to Grow BFK Organization,"41.822169,-72.671663",41.822169,-72.671663
Read to Grow BFK Organization,"41.746604,-72.695613",41.746604,-72.695613
Read to Grow BFK Organization,"41.274945,-72.955226",41.274945,-72.955226
Read to Grow BFK Organization,"41.27883,-73.009004",41.27883,-73.009004
Read to Grow BFK Organization,"41.47716,-72.0952",41.47716,-72.0952
Read to Grow BFK Organization,"41.31144,-72.8926",41.31144,-72.8926
Read to Grow BFK Organization,"41.460271,-72.815041",41.460271,-72.815041
Read to Grow BFK Organization,"41.32505,-72.8345",41.32505,-72.8345
Read to Grow BFK Organization,"41.31546,-72.9362",41.31546,-72.9362
Read to Grow BFK Organization,"41.20224,-73.1653",41.20224,-73.1653
Read to Grow BFK Organization,"41.29177,-72.9544",41.29177,-72.9544
Read to Grow BFK Organization,"41.32188,-72.0996",41.32188,-72.0996
Read to Grow BFK Organization,"41.342219,-72.960602",41.342219,-72.960602
Read to Grow BFK Organization,"41.491595,-73.071796",41.491595,-73.071796
Read to Grow BFK Organization,"41.3732504,-72.0791106",41.3732504,-72.0791106
Read to Grow BFK Organization,"41.10281,-73.4507",41.10281,-73.4507
Read to Grow BFK Organization,"41.17927,-73.1923",41.17927,-73.1923
Read to Grow BFK Organization,"41.76644,-72.7",41.76644,-72.7
Read to Grow BFK Organization,"41.695712,-72.799706",41.695712,-72.799706
Read to Grow BFK Organization,"41.66397,-72.7798",41.66397,-72.7798
Read to Grow BFK Organization,"41.295164,-72.946129",41.295164,-72.946129
Read to Grow BFK Organization,"41.30484,-72.9427",41.30484,-72.9427
Read to Grow BFK Organization,"41.29975,-72.9259",41.29975,-72.9259
Read to Grow BFK Organization,"41.30455,-72.913",41.30455,-72.913
Read to Grow BFK Organization,"41.39593,-72.8969",41.39593,-72.8969
Read to Grow BFK Organization,"41.300029,-72.925425",41.300029,-72.925425
Read to Grow BFK Organization,"41.31702,-72.9367",41.31702,-72.9367
Read to Grow BFK Organization,"41.29975,-72.9259",41.29975,-72.9259
Read to Grow BFK Organization,"41.316332,-72.929467",41.316332,-72.929467
Read to Grow BFK Organization,"41.30852,-72.9216",41.30852,-72.9216
Read to Grow BFK Organization,"41.30876,-72.936",41.30876,-72.936
Read to Grow BFK Organization,"41.227193,-73.023882",41.227193,-73.023882
Read to Grow BFK Organization,"41.559295,-73.034778",41.559295,-73.034778
Read to Grow BFK Organization,"41.56062,-73.0343",41.56062,-73.0343
Read to Grow BFK Organization,"41.6856845,-72.7680037",41.6856845,-72.7680037
Read to Grow BFK Organization,"41.337232,-72.103573",41.337232,-72.103573
Read to Grow BFK Organization,"41.20311,-73.1396",41.20311,-73.1396
Read to Grow BFK Organization,"41.33458,-72.8027",41.33458,-72.8027
Read to Grow BFK Organization,"41.351992,-72.802507",41.351992,-72.802507
Read to Grow BFK Organization,"41.84463,-71.9075",41.84463,-71.9075
Read to Grow BFK Organization,"41.5718,-72.0052",41.5718,-72.0052
Read to Grow BFK Organization,"41.80133,-73.1202",41.80133,-73.1202
Read to Grow BFK Organization,"41.11649,-73.4153",41.11649,-73.4153
Read to Grow BFK Organization,"41.09667,-73.4223",41.09667,-73.4223
Read to Grow BFK Organization,"41.098721,-73.433476",41.098721,-73.433476
Read to Grow BFK Organization,"41.53868,-72.0886",41.53868,-72.0886
Read to Grow BFK Organization,"41.337061,-72.97002",41.337061,-72.97002
Read to Grow BFK Organization,"41.31406,-72.8975",41.31406,-72.8975
Read to Grow BFK Organization,"41.90765,-71.9146",41.90765,-71.9146
Read to Grow BFK Organization,"41.88347,-72.6428",41.88347,-72.6428
Read to Grow BFK Organization,"41.18798,-73.1806",41.18798,-73.1806
Read to Grow BFK Organization,"41.23818,-73.0502",41.23818,-73.0502
Read to Grow BFK Organization,"41.769512,-72.700104",41.769512,-72.700104
Read to Grow BFK Organization,"41.31825,-72.8447",41.31825,-72.8447
Read to Grow BFK Organization,"41.27925,-72.8797",41.27925,-72.8797
Read to Grow BFK Organization,"41.17283,-73.1682",41.17283,-73.1682
Read to Grow BFK Organization,"41.53767,-73.0875",41.53767,-73.0875
Read to Grow BFK Organization,"41.22127,-73.2014",41.22127,-73.2014
Read to Grow BFK Organization,"41.17799,-73.1645",41.17799,-73.1645
Read to Grow BFK Organization,"41.27579,-72.8876",41.27579,-72.8876
Read to Grow BFK Organization,"41.311656,-73.099881",41.311656,-73.099881
Read to Grow BFK Organization,"41.27652,-72.8688",41.27652,-72.8688
Read to Grow BFK Organization,"41.55668,-72.647",41.55668,-72.647
Read to Grow BFK Organization,"41.29958,-72.9303",41.29958,-72.9303
Read to Grow BFK Organization,"41.299697,-72.930978",41.299697,-72.930978
Read to Grow BFK Organization,"41.67554,-71.9156",41.67554,-71.9156
Read to Grow BFK Organization,"41.67554,-71.9156",41.67554,-71.9156
Read to Grow BFK Organization,"41.669297,-72.858233",41.669297,-72.858233
Read to Grow BFK Organization,"41.67873,-72.9988",41.67873,-72.9988
Read to Grow BFK Organization,"41.753481,-72.629944",41.753481,-72.629944
Read to Grow BFK Organization,"41.53005,-72.7525",41.53005,-72.7525
Read to Grow BFK Organization,"41.83441,-72.4923",41.83441,-72.4923
Read to Grow BFK Organization,"41.483258,-72.773449",41.483258,-72.773449
Read to Grow BFK Organization,"41.834144,-72.492578",41.834144,-72.492578
Read to Grow BFK Organization,"41.698398,-72.90154",41.698398,-72.90154
Read to Grow BFK Organization,"41.5411,-72.7869",41.5411,-72.7869
Read to Grow BFK Organization,"41.6773375,-72.8553557",41.6773375,-72.8553557
Read to Grow BFK Organization,"41.677071,-72.855461",41.677071,-72.855461
Read to Grow BFK Organization,"41.417972,-72.895532",41.417972,-72.895532
Read to Grow BFK Organization,"41.42124,-72.8959",41.42124,-72.8959
Read to Grow BFK Organization,"41.79617,-72.700845",41.79617,-72.700845
Read to Grow BFK Organization,"41.50099,-72.8103",41.50099,-72.8103
Read to Grow BFK Organization,"41.23844,-73.0512",41.23844,-73.0512
Read to Grow BFK Organization,"41.200127,-73.201782",41.200127,-73.201782
Read to Grow BFK Organization,"41.34668,-72.8984",41.34668,-72.8984
Read to Grow BFK Organization,"41.302721,-72.88462",41.302721,-72.88462
Read to Grow BFK Organization,"41.2976198,-72.9346139",41.2976198,-72.9346139
Read to Grow BFK Organization,"41.54798,-73.009537",41.54798,-73.009537
Read to Grow BFK Organization,"41.76637,-72.5946",41.76637,-72.5946
Read to Grow BFK Organization,"41.302,-72.7682",41.302,-72.7682
Read to Grow BFK Organization,"41.5599861,-72.6523896",41.5599861,-72.6523896
Read to Grow BFK Organization,"41.487969,-72.273733",41.487969,-72.273733
Read to Grow BFK Organization,"41.49194,-72.2766",41.49194,-72.2766
Read to Grow BFK Organization,"41.26149,-72.9412",41.26149,-72.9412
Read to Grow BFK Organization,"41.28125,-72.81157",41.28125,-72.81157
Read to Grow BFK Organization,"41.24205,-72.9775",41.24205,-72.9775
Read to Grow BFK Organization,"41.76052,-72.6733",41.76052,-72.6733
Read to Grow BFK Organization,"41.37891,-72.922",41.37891,-72.922
Read to Grow BFK Organization,"41.76033,-72.6348",41.76033,-72.6348
Read to Grow BFK Organization,"41.75604,-72.6827",41.75604,-72.6827
Read to Grow BFK Organization,"41.7731,-72.6439",41.7731,-72.6439
Read to Grow BFK Organization,"41.21327,-73.2277",41.21327,-73.2277
Read to Grow BFK Organization,"41.30189,-73.111",41.30189,-73.111
Read to Grow BFK Organization,"41.49159,-72.82",41.49159,-72.82
Read to Grow BFK Organization,"41.29967,-73.0081",41.29967,-73.0081
Read to Grow BFK Organization,"41.3329,-72.95",41.3329,-72.95
Read to Grow BFK Organization,"41.17028,-73.2099",41.17028,-73.2099
Read to Grow BFK Organization,"41.16959,-73.1947",41.16959,-73.1947
Read to Grow BFK Organization,"41.19887,-73.1792",41.19887,-73.1792
Read to Grow BFK Organization,"41.68829,-72.2858",41.68829,-72.2858
Read to Grow BFK Organization,"41.37033,-72.9067",41.37033,-72.9067
Read to Grow BFK Organization,"41.76632,-72.560805",41.76632,-72.560805
Read to Grow BFK Organization,"41.76468,-72.7343",41.76468,-72.7343
Read to Grow BFK Organization,"41.18887,-73.1297",41.18887,-73.1297
Read to Grow BFK Organization,"41.18887,-73.1297",41.18887,-73.1297
Read to Grow BFK Organization,"41.327393,-73.089234",41.327393,-73.089234
Read to Grow BFK Organization,"41.53264,-72.799",41.53264,-72.799
Read to Grow BFK Organization,"41.24109,-73.1462",41.24109,-73.1462
Read to Grow BFK Organization,"41.06072,-73.5411",41.06072,-73.5411
Read to Grow BFK Organization,"41.051371,-73.542788",41.051371,-73.542788
Read to Grow BFK Organization,"41.05167,-73.5425",41.05167,-73.5425
Read to Grow BFK Organization,"41.29489,-72.9335",41.29489,-72.9335
Read to Grow BFK Organization,"41.71057,-72.7366",41.71057,-72.7366
Read to Grow BFK Organization,"41.54909,-73.0663",41.54909,-73.0663
Read to Grow BFK Organization,"41.5563,-73.0394",41.5563,-73.0394
Read to Grow BFK Organization,"41.111129,-73.417313",41.111129,-73.417313
Read to Grow BFK Organization,"41.33994,-71.9059",41.33994,-71.9059
Read to Grow BFK Organization,"41.17943,-73.1428",41.17943,-73.1428
Read to Grow BFK Organization,"41.20193,-73.1313",41.20193,-73.1313
Read to Grow BFK Organization,"41.7739069,-72.6990729",41.7739069,-72.6990729
Read to Grow BFK Organization,"41.75794,-72.6868",41.75794,-72.6868
Read to Grow BFK Organization,"41.191607,-73.163107",41.191607,-73.163107
Read to Grow BFK Organization,"41.78376,-72.5882",41.78376,-72.5882
Read to Grow BFK Organization,"41.75572,-72.5952",41.75572,-72.5952
Read to Grow BFK Organization,"41.758915,-72.68871",41.758915,-72.68871
Read to Grow BFK Organization,"41.56318,-73.024",41.56318,-73.024
Read to Grow BFK Organization,"41.56357,-73.0238",41.56357,-73.0238
Read to Grow BFK Organization,"41.17038,-73.2104",41.17038,-73.2104
Read to Grow BFK Organization,"41.17088,-73.2104",41.17088,-73.2104
Read to Grow BFK Organization,"41.80677,-73.1211",41.80677,-73.1211
Read to Grow BFK Organization,"41.31626,-72.9497",41.31626,-72.9497
Read to Grow BFK Organization,"41.74336,-72.7206",41.74336,-72.7206
Read to Grow BFK Organization,"41.17902,-73.1909",41.17902,-73.1909
Read to Grow BFK Organization,"41.32796,-72.9581",41.32796,-72.9581
Read to Grow BFK Organization,"41.67179,-73.0229",41.67179,-73.0229
Read to Grow BFK Organization,"41.32825,-72.9686",41.32825,-72.9686
Read to Grow BFK Organization,"41.05993,-73.5422",41.05993,-73.5422
Read to Grow BFK Organization,"41.6608372,-72.78604",41.6608372,-72.78604
Read to Grow BFK Organization,"41.66162,-72.7852",41.66162,-72.7852
Read to Grow BFK Organization,"41.508151,-72.68772",41.508151,-72.68772
Read to Grow BFK Organization,"41.36673,-72.9184",41.36673,-72.9184
Read to Grow BFK Organization,"41.62449,-72.6756",41.62449,-72.6756
Read to Grow BFK Organization,"41.307045,-72.938986",41.307045,-72.938986
Read to Grow BFK Organization,"41.624204,-72.67628",41.624204,-72.67628
Read to Grow BFK Organization,"41.884893,-72.863417",41.884893,-72.863417
Read to Grow BFK Organization,"41.28225,-72.7693",41.28225,-72.7693
Read to Grow BFK Organization,"41.39592,-73.4711",41.39592,-73.4711
Read to Grow BFK Organization,"41.30738,-72.9367",41.30738,-72.9367
Read to Grow BFK Organization,"41.27426,-72.8633",41.27426,-72.8633
Read to Grow BFK Organization,"41.30657,-72.9291",41.30657,-72.9291
Read to Grow BFK Organization,"41.7699369,-72.6811544",41.7699369,-72.6811544
Read to Grow BFK Organization,"41.7710214,-72.6840617",41.7710214,-72.6840617
Read to Grow BFK Organization,"41.74685,-72.6737",41.74685,-72.6737
Read to Grow BFK Organization,"41.69592,-72.7997",41.69592,-72.7997
Read to Grow BFK Organization,"41.974594,-71.895975",41.974594,-71.895975
Read to Grow BFK Organization,"41.20213,-73.1794",41.20213,-73.1794
Read to Grow BFK Organization,"41.3832153,-72.9082838",41.3832153,-72.9082838
Read to Grow BFK Organization,"41.38287,-72.9086",41.38287,-72.9086
Read to Grow BFK Organization,"41.31289,-72.9426",41.31289,-72.9426
Read to Grow BFK Organization,"41.29306,-72.9412",41.29306,-72.9412
Read to Grow BFK Organization,"41.7507786,-72.7190832",41.7507786,-72.7190832
Read to Grow BFK Organization,"41.66826,-72.9112",41.66826,-72.9112
Read to Grow BFK Organization,"41.74111,-71.9077",41.74111,-71.9077
Read to Grow BFK Organization,"41.650717,-72.666568",41.650717,-72.666568
Read to Grow BFK Organization,"41.7586,-72.6967",41.7586,-72.6967
Read to Grow BFK Organization,"41.7586,-72.6967",41.7586,-72.6967
Read to Grow BFK Organization,"41.3964,-73.4543",41.3964,-73.4543
Read to Grow BFK Organization,"41.55615,-73.0363",41.55615,-73.0363
Read to Grow BFK Organization,"41.6801144,-72.9459643",41.6801144,-72.9459643
Read to Grow BFK Organization,"41.30755,-72.9177",41.30755,-72.9177
Read to Grow BFK Organization,"41.336813,-73.084709",41.336813,-73.084709
Read to Grow BFK Organization,"41.86873,-72.4481",41.86873,-72.4481
Read to Grow BFK Organization,"41.17952,-73.1381",41.17952,-73.1381
Read to Grow BFK Organization,"41.72423,-72.2301",41.72423,-72.2301
Read to Grow BFK Organization,"41.4467261,-72.8441234",41.4467261,-72.8441234
Read to Grow BFK Organization,"41.24116,-72.9837",41.24116,-72.9837
Read to Grow BFK Organization,"41.45003,-72.8431",41.45003,-72.8431
Read to Grow BFK Organization,"41.48365,-72.7912",41.48365,-72.7912
Read to Grow BFK Organization,"41.75878,-72.7424",41.75878,-72.7424
Read to Grow BFK Organization,"41.758608,-72.741728",41.758608,-72.741728
Read to Grow BFK Organization,"41.74336,-72.7206",41.74336,-72.7206
Read to Grow BFK Organization,"41.27065,-72.947",41.27065,-72.947
Read to Grow BFK Organization,"41.26206,-72.9438",41.26206,-72.9438
Read to Grow BFK Organization,"41.26123,-72.9403",41.26123,-72.9403
Read to Grow BFK Organization,"41.261294,-72.939748",41.261294,-72.939748
Read to Grow BFK Organization,"41.272543,-72.950426",41.272543,-72.950426
Read to Grow BFK Organization,"41.26149,-72.9412",41.26149,-72.9412
Read to Grow BFK Organization,"41.261294,-72.939748",41.261294,-72.939748
Read to Grow BFK Organization,"41.2867122,-72.4420236",41.2867122,-72.4420236
Read to Grow BFK Organization,"41.28573,-72.4499",41.28573,-72.4499
Read to Grow BFK Organization,"41.281526,-72.45881",41.281526,-72.45881
Read to Grow BFK Organization,"41.67143,-72.9455",41.67143,-72.9455
Read to Grow BFK Organization,"41.770688,-72.7028087",41.770688,-72.7028087
Read to Grow BFK Organization,"41.39364,-72.9817",41.39364,-72.9817
Read to Grow BFK Organization,"41.54274,-72.6706",41.54274,-72.6706
Read to Grow BFK Organization,"41.740507,-72.127028",41.740507,-72.127028
Read to Grow BFK Organization,"41.72265,-72.2127",41.72265,-72.2127
Read to Grow BFK Organization,"41.723189,-72.216159",41.723189,-72.216159
Read to Grow BFK Organization,"41.93712,-72.6482",41.93712,-72.6482
Read to Grow BFK Organization,"41.45003,-72.8431",41.45003,-72.8431
Read to Grow BFK Organization,"41.207197,-73.183637",41.207197,-73.183637
Read to Grow BFK Organization,"41.14676,-73.4948",41.14676,-73.4948
Read to Grow BFK Organization,"41.21577,-73.1854",41.21577,-73.1854
Read to Grow BFK Organization,"41.32149,-72.9359",41.32149,-72.9359
Read to Grow BFK Organization,"41.29461,-72.9223",41.29461,-72.9223
Read to Grow BFK Organization,"41.30198,-72.9349",41.30198,-72.9349
Read to Grow BFK Organization,"41.18917,-73.1653",41.18917,-73.1653
Read to Grow BFK Organization,"41.556632,-72.646562",41.556632,-72.646562
Read to Grow BFK Organization,"41.53565,-72.8266",41.53565,-72.8266
Read to Grow BFK Organization,"41.53456,-72.7838",41.53456,-72.7838
Read to Grow BFK Organization,"41.492142,-73.055313",41.492142,-73.055313
Read to Grow BFK Organization,"41.29461,-72.9223",41.29461,-72.9223
Read to Grow BFK Organization,"41.66399,-72.7798",41.66399,-72.7798
Read to Grow BFK Organization,"41.60579,-72.8563",41.60579,-72.8563
Read to Grow BFK Organization,"41.337833,-72.930395",41.337833,-72.930395
Read to Grow BFK Family,"41.9608,-72.5627",41.9608,-72.5627
Read to Grow BFK Family,"41.8002761,-71.8894124",41.8002761,-71.8894124
Read to Grow BFK Family,"41.30359,-72.8937",41.30359,-72.8937
Read to Grow BFK Family,"41.30359,-72.8937",41.30359,-72.8937
Read to Grow BFK Family,"41.25901,-72.9453",41.25901,-72.9453
Read to Grow BFK Family,"41.09648,-73.4204",41.09648,-73.4204
Read to Grow BFK Family,"41.53647,-72.7886",41.53647,-72.7886
Read to Grow BFK Family,"41.57278,-72.1122",41.57278,-72.1122
Read to Grow BFK Family,"41.324977,-72.8215633",41.324977,-72.8215633
Read to Grow BFK Family,"41.3995354,-73.4582184",41.3995354,-73.4582184
Read to Grow BFK Family,"41.7639845,-72.6751385",41.7639845,-72.6751385
Read to Grow BFK Family,"41.90284,-72.8053",41.90284,-72.8053
Read to Grow BFK Family,"41.2752759,-72.8301617",41.2752759,-72.8301617
Read to Grow BFK Family,"41.3469718,-72.9540465",41.3469718,-72.9540465
Read to Grow BFK Family,"41.8516905,-72.4392306",41.8516905,-72.4392306
Read to Grow BFK Family,"42.35281,-71.0714",42.35281,-71.0714
Read to Grow BFK Family,"41.7374835,-72.7981622",41.7374835,-72.7981622
Read to Grow BFK Family,"41.1308534,-73.4334364",41.1308534,-73.4334364
Read to Grow BFK Family,"41.99519,-72.5942",41.99519,-72.5942
Read to Grow BFK Family,"41.40498,-73.3109",41.40498,-73.3109
Read to Grow BFK Family,"41.6687966,-72.8640471",41.6687966,-72.8640471
Read to Grow BFK Family,"41.32098,-73.1696",41.32098,-73.1696
Read to Grow BFK Family,"41.28121,-72.845",41.28121,-72.845
Read to Grow BFK Family,"41.60034,-72.6556",41.60034,-72.6556
Read to Grow BFK Family,"41.66516,-72.9359",41.66516,-72.9359
Read to Grow BFK Family,"41.2686193,-72.8816764",41.2686193,-72.8816764
Read to Grow BFK Family,"41.2686193,-72.8816764",41.2686193,-72.8816764
Read to Grow BFK Family,"41.5742779,-72.6361403",41.5742779,-72.6361403
Read to Grow BFK Family,"41.32749,-72.9355",41.32749,-72.9355
Read to Grow BFK Family,"41.5838638,-73.035054",41.5838638,-73.035054
Read to Grow BFK Family,"41.5841,-73.0349",41.5841,-73.0349
